-8.660254037844386	3.	0.
-6.928203230275509	6.	0.
-8.660254037844386	-3.	0.
-6.928203230275509	0.	0.
-5.196152422706632	3.	0.
-3.4641016151377544	6.	0.
-1.7320508075688772	9.	0.
-6.928203230275509	-6.	0.
-5.196152422706632	-3.	0.
-3.4641016151377544	0.	0.
-1.7320508075688772	3.	0.
0.	6.	0.
1.7320508075688772	9.	0.
-3.4641016151377544	-6.	0.
-1.7320508075688772	-3.	0.
0.	0.	0.
1.7320508075688772	3.	0.
3.4641016151377544	6.	0.
-1.7320508075688772	-9.	0.
0.	-6.	0.
1.7320508075688772	-3.	0.
3.4641016151377544	0.	0.
5.196152422706632	3.	0.
6.928203230275509	6.	0.
1.7320508075688772	-9.	0.
3.4641016151377544	-6.	0.
5.196152422706632	-3.	0.
6.928203230275509	0.	0.
8.660254037844386	3.	0.
6.928203230275509	-6.	0.
8.660254037844386	-3.	0.
